"lengths"	"start"	"cumul"
"757"	6034	0.808333343333333	1833600
"758"	848	0.808888898888889	1834448
"759"	1487	0.81500001	1835935
"760"	706	0.816388898888889	1836641
"761"	2248	0.820555565555556	1838889
"762"	1623	0.824444454444444	1840512
"763"	1943	0.830555565555556	1842455
"764"	3741	0.831388898888889	1846196
"765"	3513	0.835555565555556	1849709
"766"	1664	0.842222232222222	1851373
"767"	2799	0.844722232222222	1854172
"768"	3307	0.848333343333333	1857479
"769"	1201	0.851111121111111	1858680
"770"	811	0.85750001	1859491
"771"	2387	0.858055565555556	1861878
"772"	526	0.858611121111111	1862404
"773"	1905	0.861666676666667	1864309
"774"	2542	0.864722232222222	1866851
"775"	3202	0.866388898888889	1870053
"776"	1661	0.866944454444444	1871714
"777"	9476	0.866944454444444	1881190
"778"	2801	0.874444454444445	1883991
"779"	874	0.883888898888889	1884865
"780"	3640	0.887777787777778	1888505
"781"	3146	0.891388898888889	1891651
"782"	2398	0.89250001	1894049
"783"	2458	0.896111121111111	1896507
"784"	1932	0.898055565555556	1898439
"785"	10008	0.906111121111111	1908447
"786"	6212	0.908888898888889	1914659
"787"	581	0.91000001	1915240
"788"	1759	0.911944454444444	1916999
"789"	986	0.915277787777778	1917985
"790"	690	0.916666676666667	1918675
"791"	7654	0.92250001	1926329
"792"	1843	0.925555565555556	1928172
"793"	5017	0.938333343333333	1933189
"794"	4231	0.945833343333333	1937420
"795"	2397	0.949166676666667	1939817
"796"	5901	0.955833343333333	1945718
"797"	1706	0.960277787777778	1947424
"798"	6853	0.964166676666667	1954277
"799"	1022	0.979722232222222	1955299
"800"	5804	0.983611121111111	1961103
"801"	4912	0.985555565555556	1966015
"802"	3061	0.986944454444444	1969076
"803"	610	0.99500001	1969686
"804"	444	0.996666676666667	1970130
"805"	7015	0.999166676666667	1977145
"806"	1888	1.00416667666667	1979033
"807"	2644	1.00416667666667	1981677
"808"	6128	1.00472223222222	1987805
"809"	1547	1.00888889888889	1989352
"810"	596	1.01138889888889	1989948
"811"	685	1.01250001	1990633
"812"	1660	1.01500001	1992293
"813"	9341	1.01638889888889	2001634
"814"	2342	1.02194445444444	2003976
"815"	3846	1.02250001	2007822
"816"	3850	1.03194445444444	2011672
"817"	580	1.03750001	2012252
"818"	5621	1.04055556555556	2017873
"819"	445	1.05055556555556	2018318
"820"	2829	1.05805556555556	2021147
"821"	2317	1.06000001	2023464
"822"	8212	1.06111112111111	2031676
"823"	1510	1.06972223222222	2033186
"824"	3480	1.08166667666667	2036666
"825"	2471	1.08611112111111	2039137
"826"	2369	1.09055556555556	2041506
"827"	2882	1.09222223222222	2044388
"828"	2009	1.09972223222222	2046397
"829"	7260	1.10250001	2053657
"830"	618	1.10277778777778	2054275
"831"	1419	1.10638889888889	2055694
"832"	3674	1.10750001	2059368
"833"	431	1.11888889888889	2059799
"834"	5995	1.11972223222222	2065794
"835"	2697	1.14194445444444	2068491
"836"	5348	1.16833334333333	2073839
"837"	7821	1.16833334333333	2081660
"838"	3124	1.17138889888889	2084784
"839"	457	1.18777778777778	2085241
"840"	840	1.19055556555556	2086081
"841"	2483	1.19777778777778	2088564
"842"	1351	1.21000001	2089915
"843"	2437	1.21972223222222	2092352
"844"	2507	1.22388889888889	2094859
"845"	1309	1.22888889888889	2096168
"846"	2053	1.23500001	2098221
"847"	480	1.25027778777778	2098701
"848"	11757	1.25305556555556	2110458
"849"	1426	1.25611112111111	2111884
"850"	5143	1.26444445444444	2117027
"851"	620	1.26611112111111	2117647
"852"	1617	1.27694445444444	2119264
"853"	1705	1.28305556555556	2120969
"854"	1438	1.28500001	2122407
"855"	779	1.28944445444444	2123186
"856"	2759	1.29527778777778	2125945
"857"	815	1.31250001	2126760
"858"	1959	1.31805556555556	2128719
"859"	885	1.32833334333333	2129604
"860"	4149	1.32916667666667	2133753
"861"	1536	1.33361112111111	2135289
"862"	5448	1.34444445444444	2140737
"863"	8168	1.35027778777778	2148905
"864"	767	1.35305556555556	2149672
"865"	2986	1.36277778777778	2152658
"866"	2246	1.36666667666667	2154904
"867"	635	1.37083334333333	2155539
"868"	342	1.37444445444444	2155881
"869"	7936	1.38138889888889	2163817
"870"	2784	1.38166667666667	2166601
"871"	656	1.39111112111111	2167257
"872"	677	1.39388889888889	2167934
"873"	1162	1.39527778777778	2169096
"874"	1937	1.39722223222222	2171033
"875"	1512	1.40027778777778	2172545
"876"	685	1.40194445444444	2173230
"877"	1740	1.40194445444444	2174970
"878"	648	1.40333334333333	2175618
"879"	3557	1.41527778777778	2179175
"880"	6290	1.42055556555556	2185465
"881"	2646	1.42805556555556	2188111
"882"	979	1.43000001	2189090
"883"	1327	1.43000001	2190417
"884"	658	1.43833334333333	2191075
"885"	5386	1.44138889888889	2196461
"886"	1326	1.44722223222222	2197787
"887"	3084	1.45000001	2200871
"888"	2407	1.45972223222222	2203278
"889"	8505	1.46111112111111	2211783
"890"	1584	1.46638889888889	2213367
"891"	1741	1.46777778777778	2215108
"892"	1206	1.47333334333333	2216314
"893"	1104	1.47500001	2217418
"894"	484	1.47750001	2217902
"895"	5599	1.48194445444444	2223501
"896"	2797	1.48277778777778	2226298
"897"	5278	1.49527778777778	2231576
"898"	11839	1.49805556555556	2243415
"899"	1009	1.50805556555556	2244424
"900"	1845	1.51027778777778	2246269
"901"	8244	1.51055556555556	2254513
"902"	434	1.52722223222222	2254947
"903"	1037	1.54694445444444	2255984
"904"	897	1.56388889888889	2256881
"905"	548	1.57638889888889	2257429
"906"	3400	1.59055556555556	2260829
"907"	579	1.59805556555556	2261408
"908"	2616	1.60694445444444	2264024
"909"	5711	1.61027778777778	2269735
"910"	830	1.61083334333333	2270565
"911"	5115	1.62055556555556	2275680
"912"	7001	1.62500001	2282681
"913"	3027	1.62527778777778	2285708
"914"	782	1.64055556555556	2286490
"915"	1166	1.64861112111111	2287656
"916"	3878	1.67138889888889	2291534
"917"	2208	1.67361112111111	2293742
"918"	991	1.68222223222222	2294733
"919"	2872	1.68777778777778	2297605
"920"	1712	1.70250001	2299317
"921"	7145	1.71250001	2306462
"922"	7301	1.71527778777778	2313763
"923"	1956	1.74194445444444	2315719
"924"	2385	1.75277778777778	2318104
"925"	1543	1.76472223222222	2319647
"926"	3512	1.76694445444444	2323159
"927"	627	1.78083334333333	2323786
"928"	777	1.78333334333333	2324563
"929"	1806	1.79055556555556	2326369
"930"	3383	1.79055556555556	2329752
"931"	3175	1.81888889888889	2332927
"932"	3615	1.83500001	2336542
"933"	3346	1.83694445444444	2339888
"934"	1136	1.85833334333333	2341024
"935"	1307	1.86305556555556	2342331
"936"	2381	1.86888889888889	2344712
"937"	5184	1.87527778777778	2349896
"938"	546	1.88750001	2350442
"939"	607	1.88777778777778	2351049
"940"	866	1.89111112111111	2351915
"941"	4584	1.89277778777778	2356499
"942"	898	1.89472223222222	2357397
"943"	5318	1.89722223222222	2362715
"944"	3804	1.89972223222222	2366519
"945"	758	1.90222223222222	2367277
"946"	767	1.90750001	2368044
"947"	3273	1.91611112111111	2371317
"948"	1367	1.91750001	2372684
"949"	387	1.91833334333333	2373071
"950"	2300	1.93361112111111	2375371
"951"	786	1.94083334333333	2376157
"952"	1866	1.94694445444444	2378023
"953"	2301	1.96000001	2380324
"954"	1095	1.96416667666667	2381419
"955"	5204	1.96611112111111	2386623
"956"	421	1.97472223222222	2387044
"957"	3307	1.97638889888889	2390351
"958"	1517	2.03277778777778	2391868
"959"	3514	2.04444445444444	2395382
"960"	1851	2.05194445444444	2397233
"961"	619	2.05250001	2397852
"962"	2707	2.05527778777778	2400559
"963"	919	2.10027778777778	2401478
"964"	1868	2.12805556555556	2403346
"965"	607	2.13500001	2403953
"966"	1365	2.14416667666667	2405318
"967"	3164	2.15944445444444	2408482
"968"	4949	2.19666667666667	2413431
"969"	5747	2.19666667666667	2419178
"970"	2607	2.36916667666667	2421785
"971"	2695	2.38361112111111	2424480
"972"	1400	2.42222223222222	2425880
"973"	3301	2.46083334333333	2429181
"974"	875	2.48055556555556	2430056
"975"	8847	2.48416667666667	2438903
"976"	1588	2.50000001	2440491
"977"	882	2.52333334333333	2441373
"978"	5723	2.55222223222222	2447096
"979"	12915	2.57666667666667	2460011
"980"	1249	2.60722223222222	2461260
"981"	1664	2.63722223222222	2462924
"982"	1022	2.63805556555556	2463946
"983"	3559	2.65444445444444	2467505
"984"	4312	2.66222223222222	2471817
"985"	3860	2.66277778777778	2475677
"986"	5821	2.67472223222222	2481498
"987"	1000	2.67500001	2482498
"988"	1126	2.68416667666667	2483624
"989"	5487	2.68472223222222	2489111
"990"	713	2.69750001	2489824
"991"	883	2.71083334333333	2490707
"992"	1460	2.72361112111111	2492167
"993"	3263	2.73305556555556	2495430
"994"	1126	2.73777778777778	2496556
"995"	4472	2.74777778777778	2501028
"996"	5095	2.75416667666667	2506123
"997"	698	2.75805556555556	2506821
"998"	1682	2.77416667666667	2508503
"999"	5804	2.81444445444444	2514307
"1000"	3427	2.84472223222222	2517734
"1001"	1652	2.88888889888889	2519386
"1002"	1636	2.89194445444444	2521022
"1003"	5197	2.89611112111111	2526219
"1004"	594	2.91888889888889	2526813
"1005"	1421	2.92416667666667	2528234
"1006"	1866	2.93472223222222	2530100
"1007"	7896	2.93861112111111	2537996
"1008"	6911	2.95111112111111	2544907
"1009"	1920	3.01555556555556	2546827
"1010"	1903	3.04833334333333	2548730
"1011"	2140	3.06222223222222	2550870
"1012"	2416	3.06583334333333	2553286
"1013"	3196	3.07388889888889	2556482
"1014"	664	3.13722223222222	2557146
"1015"	1638	3.14555556555556	2558784
"1016"	705	3.16055556555556	2559489
"1017"	2382	3.24972223222222	2561871
"1018"	1516	3.27777778777778	2563387
"1019"	6783	3.27972223222222	2570170
"1020"	8507	3.41777778777778	2578677
"1021"	2287	3.46333334333333	2580964
"1022"	2332	3.49944445444444	2583296
"1023"	1543	3.52305556555556	2584839
"1024"	2752	3.52333334333333	2587591
"1025"	3039	3.53361112111111	2590630
"1026"	623	3.54500001	2591253
"1027"	1982	3.55083334333333	2593235
"1028"	7454	3.56083334333333	2600689
"1029"	2242	3.58861112111111	2602931
"1030"	2291	3.59166667666667	2605222
"1031"	1183	3.66666667666667	2606405
"1032"	2094	3.93888889888889	2608499
"1033"	390	4.12666667666667	2608889
"1034"	1167	4.46361112111111	2610056
"1035"	592	4.53388889888889	2610648
"1036"	2316	4.56138889888889	2612964
"1037"	1039	4.58083334333333	2614003
"1038"	1137	4.63083334333333	2615140
"1039"	1649	4.73250001	2616789
"1040"	2315	4.75500001	2619104
"1041"	2401	4.78416667666667	2621505
"1042"	6620	4.82361112111111	2628125
"1043"	804	5.27333334333333	2628929
"1044"	2060	5.39444445444444	2630989
"1045"	4969	5.43444445444444	2635958
"1046"	4880	5.60083334333333	2640838
"1047"	780	5.66555556555556	2641618
"1048"	6120	5.72750001	2647738
"1049"	1107	5.81750001	2648845
"1050"	1821	5.88833334333333	2650666
"1051"	7044	5.89611112111111	2657710
"1052"	4709	5.90250001	2662419
"1053"	3215	5.93722223222222	2665634
"1054"	3310	5.97194445444444	2668944
"1055"	1037	5.99527778777778	2669981
"1056"	715	6.05583334333333	2670696
"1057"	5322	6.06194445444444	2676018
"1058"	4143	6.11500001	2680161
"1059"	6009	6.14722223222222	2686170
"1060"	2110	6.21333334333333	2688280
"1061"	2419	6.28055556555556	2690699
"1062"	7768	6.34694445444444	2698467
"1063"	1747	6.53416667666667	2700214
"1064"	10715	7.42166667666667	2710929
"1065"	5519	7.49833334333333	2716448
"1066"	3395	7.55055556555556	2719843
"1067"	2213	7.73444445444444	2722056
"1068"	2082	8.29277778777778	2724138
"1069"	3709	8.44944445444444	2727847
"1070"	5164	8.65555556555556	2733011
"1071"	2766	10.6683333433333	2735777
"1072"	7360	10.8738888988889	2743137
"1073"	3903	10.9811111211111	2747040
"1074"	5858	13.1733333433333	2752898
"1075"	1425	16.4005555655556	2754323
"1076"	479	16.9858333433333	2754802
"1077"	1289	24.0713888988889	2756091
"1078"	1805	24.2088888988889	2757896
"1079"	4965	24.6380555655556	2762861
"1080"	693	24.9472222322222	2763554
"1081"	968	29.1330555655556	2764522
